station_code,station_name,station_name_korean,network_category_code,network_category,country,province,city,latitude,longitude,elevation_m,address,river_basin,source_agency,monitoring_agency,operation_status,operation_start_year,river_system,large_watershed,middle_watershed,measurement_cycle
3101D21,Sinchangjeosuji,신창저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Asan,36.794833,126.9353,,충청남도 아산시 신창면 오목리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101D24,Naengjeongjeosuji,냉정저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Asan,36.869722,126.903819,,충청남도 아산시 인주면 냉정리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101D27,Juksanjeosuji,죽산저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Asan,36.784575,126.897533,,충청남도 아산시 선장면 죽산리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101D30,Sunseongjeosuji,순성저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Tangjin,36.808269,126.679836,,충청남도 당진시 면천면 원동리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,삽교천,금강,삽교천,분기1회
3101D33,Songakjeosuji,송악저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Tangjin,36.879942,126.696083,,충청남도 당진시 송악읍 가교리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,삽교천,금강,삽교천,분기1회
3101D36,Obongjeosuji,오봉저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Tangjin,36.874361,126.745353,,충청남도 당진시 신평면 상오리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101D42,Sindaejeosuji,신대(운곡)저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Yesan,36.521544,126.849747,,충청남도 청양군 운곡면 신대리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,삽교천,금강,삽교천,분기1회
3101D45,Gwansanjeosuji,관산저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.519942,126.803075,,충청남도 청양군 화성면 매산리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101D48,Maesanjeosuji,매산저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.436503,126.735281,,충청남도 청양군 화성면 매산리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101D51,Cheontaejeosuji,천태저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.515417,126.751139,,충청남도 홍성군 장곡면 행정리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101D54,Hongdongjeosuji,홍동저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.518694,126.698222,,충청남도 홍성군 장곡면 지정리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1997,삽교천,금강,삽교천,분기1회
3101D57,Hongyangjeosuji,홍양저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.589642,126.705008,,충청남도 홍성군 금마면 장성리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,삽교천,금강,삽교천,분기1회
3101D60,Songseokjeosuji,송석저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Yesan,36.689992,126.944017,,충청남도 예산군 대술면 송석리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101D63,Bangsanjeosuji,방산저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Yesan,36.665986,126.927133,,충청남도 예산군 대술면 상항리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101D66,Sucheoljeosuji,수철저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Yesan,36.705944,126.877181,,충청남도 예산군 예산읍 수철리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101D69,Sanmukjeosuji,산묵저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Yesan,36.543672,126.811289,,충청남도 예산군 광시면 대리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101D72,Okgyejeosuji,옥계저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.704492,126.656203,,충청남도 예산군 덕산면 옥계리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1997,삽교천,금강,삽교천,분기1회
3101D75,Yongbongjeosuji,용봉저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.666847,126.645892,,충청남도 예산군 덕산면 둔리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,삽교천,금강,삽교천,분기1회
3101D78,Bongnimjeosuji,봉림저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.727783,126.654428,,충청남도 예산군 봉산면 봉림리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,삽교천,금강,삽교천,분기1회
3101D81,Yeoraemijeosuji,여래미저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Yesan,36.571956,126.884128,,충청남도 예산군 신양면 여래미리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,삽교천,금강,삽교천,분기1회
3101E10,CCheonancheon,C천안천,E,Industrial complex river,South Korea,Chungcheongnam-do,Cheonan,36.777025,127.098678,,충청남도 아산시 배방읍 세교리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,2013,삽교천,금강,삽교천,월2회
3101E20,CGokgyocheon,C곡교천,E,Industrial complex river,South Korea,Chungcheongnam-do,Asan,36.793669,127.036775,,충청남도 아산시 배방읍 구령리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,2013,삽교천,금강,삽교천,월2회
3201A10,Dangjincheon,당진천1,A,River or stream,South Korea,Chungcheongnam-do,Tangjin,36.896861,126.624444,,충청남도 당진시 채운동,Geum River,NIER Water Environment Information System,충청남도 보건환경연구원,운영중,1992,금강서해,금강,대호방조제,월1회
3201A20,Dangjincheon-1,당진천2,A,River or stream,South Korea,Chungcheongnam-do,Tangjin,36.9415,126.629333,,충청남도 당진시 송산면 당산리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,2007,금강서해,금강,대호방조제,월1회
3201B10,Daeho3,대호3,B,Lake or reservoir,South Korea,Chungcheongnam-do,Taesal-li,36.916567,126.480183,,충청남도 서산시 대산읍 영탑리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,2001,금강서해,금강,대호방조제,월1회
3201B20,Daeho2,대호2,B,Lake or reservoir,South Korea,Chungcheongnam-do,Taesal-li,36.97325,126.482297,,충청남도 당진시 석문면 초락도리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,2001,금강서해,금강,대호방조제,월1회
3201B30,Daeho1,대호1,B,Lake or reservoir,South Korea,Chungcheongnam-do,Taesal-li,36.997083,126.4697,,충청남도 서산시 대산읍 화곡리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,2001,금강서해,금강,대호방조제,월1회
3201D10,Gopungjeosuji,고풍저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Tangjin,36.791086,126.595411,,충청남도 서산시 운산면 고풍리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,대호방조제,분기1회
3201D20,Gonamjeosuji,고남저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.820886,126.429058,,충청남도 서산시 성연면 고남리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,금강서해,금강,대호방조제,분기1회
3201D30,Seongmunjeosuji,석문저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taesal-li,36.983608,126.543622,,충청남도 당진시 석문면 삼봉리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,대호방조제,분기1회
3201D40,Chodaejeosuji,초대저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Tangjin,36.902983,126.742072,,충청남도 당진시 신평면 초대리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,대호방조제,분기1회
3201D50,Jeondaejeosuji,전대저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Tangjin,36.913764,126.748522,,충청남도 당진시 송악읍 전대리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,대호방조제,분기1회
3201D60,Seongmunho,석문호,D,Agricultural water,South Korea,Chungcheongnam-do,Tangjin,36.992158,126.648667,,충청남도 당진시 송산면 가곡리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,금강서해,금강,대호방조제,분기1회
3202A10,Taeancheon,태안천,A,River or stream,South Korea,Chungcheongnam-do,Suisan,36.739697,126.328717,,충청남도 태안군 태안읍 평천리,Geum River,NIER Water Environment Information System,충청남도 보건환경연구원,운영중,2004,금강서해,금강,부남방조제,월1회
3202A20,Janggeomcheon,장검천,A,River or stream,South Korea,Chungcheongnam-do,Suisan,36.7212,126.3899,,충청남도 서산시 부석면 취평리,Geum River,NIER Water Environment Information System,충청남도 보건환경연구원,운영중,2004,금강서해,금강,부남방조제,월1회
3202A30,Dundangcheon,둔당천,A,River or stream,South Korea,Chungcheongnam-do,Suisan,36.760942,126.430183,,충청남도 서산시 인지면 둔당리,Geum River,NIER Water Environment Information System,충청남도 보건환경연구원,운영중,2004,금강서해,금강,부남방조제,월1회
3202A50,Cheongjicheon,청지천,A,River or stream,South Korea,Chungcheongnam-do,Suisan,36.7678,126.4755,,충청남도 서산시 수석동,Geum River,NIER Water Environment Information System,충청남도 보건환경연구원,운영중,1992,금강서해,금강,부남방조제,월1회
3202A60,Dodangcheon,도당천,A,River or stream,South Korea,Chungcheongnam-do,Suisan,36.7356,126.5191,,충청남도 서산시 덕지천동,Geum River,NIER Water Environment Information System,충청남도 보건환경연구원,운영중,2004,금강서해,금강,부남방조제,월1회
3202A80,Waryongcheon,와룡천,A,River or stream,South Korea,Chungcheongnam-do,Hongsung,36.600306,126.549722,,충청남도 홍성군 갈산면 행산리,Geum River,NIER Water Environment Information System,충청남도 보건환경연구원,운영중,1992,금강서해,금강,부남방조제,월1회
3202B10,Ganwolho3,간월호3,B,Lake or reservoir,South Korea,Chungcheongnam-do,Suisan,36.67625,126.446928,,충청남도 서산시 부석면 지산리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,1997,금강서해,금강,부남방조제,월1회
3202B20,Ganwolho2,간월호2,B,Lake or reservoir,South Korea,Chungcheongnam-do,Suisan,36.655453,126.460358,,충청남도 서산시 고북면 사기리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,1997,금강서해,금강,부남방조제,월1회
3202B30,Ganwolho1,간월호1,B,Lake or reservoir,South Korea,Chungcheongnam-do,Suisan,36.595528,126.455917,,충청남도 홍성군 서부면 궁리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,1997,금강서해,금강,부남방조제,월1회
3202B40,Bunamho3,부남호3,B,Lake or reservoir,South Korea,Chungcheongnam-do,Suisan,36.675303,126.350836,,충청남도 서산시 부석면 봉락리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,1997,금강서해,금강,부남방조제,월1회
3202B50,Bunamho2,부남호2,B,Lake or reservoir,South Korea,Chungcheongnam-do,Suisan,36.654808,126.362458,,충청남도 태안군 남면 양잠리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,1997,금강서해,금강,부남방조제,월1회
3202B60,Bunamho1,부남호1,B,Lake or reservoir,South Korea,Chungcheongnam-do,Suisan,36.627231,126.361692,,충청남도 서산시 부석면 창리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,1997,금강서해,금강,부남방조제,월1회
3202D03,Hwangnakjeosuji,황락저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.719294,126.572314,,충청남도 서산시 해미면 황락리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,금강서해,금강,부남방조제,분기1회
3202D06,Sansujeosuji,산수저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.699439,126.563069,,충청남도 서산시 해미면 산수리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1997,금강서해,금강,부남방조제,분기1회
3202D09,Sinchangjeosuji,신창저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.750953,126.576103,,충청남도 서산시 운산면 신창리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,부남방조제,분기1회
3202D12,Seongamjeosuji,성암저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.784956,126.532261,,충청남도 서산시 음암면 탑곡리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,부남방조제,분기1회
3202D15,Pungjeonjeosuji,풍전저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.77655,126.42255,,충청남도 서산시 인지면 풍전리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,부남방조제,분기1회
3202D18,Jamhongjeosuji,잠홍저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.793067,126.491806,,충청남도 서산시 음암면 부산리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,부남방조제,분기1회
3202D21,Jungwangjeosuji,중왕저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.865086,126.376558,,충청남도 서산시 지곡면 중왕리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,금강서해,금강,부남방조제,분기1회
3202D24,Inpyeongjeosuji,인평저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.757978,126.346881,,충청남도 태안군 태안읍 인평리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,금강서해,금강,부남방조제,분기1회
3202D27,Donaejeosuji,도내저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.812575,126.317761,,충청남도 태안군 태안읍 도내리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,금강서해,금강,부남방조제,분기1회
3202D30,Suryongjeosuji,수룡저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.7512,126.234758,,충청남도 태안군 근흥면 수룡리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,금강서해,금강,부남방조제,분기1회
3202D33,Jungnimjeosuji,죽림저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.690231,126.173089,,충청남도 태안군 근흥면 정죽리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,금강서해,금강,부남방조제,분기1회
3202D36,Jeongjukjeosuji,정죽저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.708453,126.187189,,충청남도 태안군 근흥면 정죽리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,금강서해,금강,부남방조제,분기1회
3202D39,Iwonho,이원호,D,Agricultural water,South Korea,Chungcheongnam-do,Taesal-li,36.900847,126.255683,,충청남도 태안군 이원면 포지리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,금강서해,금강,부남방조제,분기1회
3202D42,Seungeon2Jeosuji,승언2호저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.519225,126.356856,,충청남도 태안군 안면읍 승언리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,금강서해,금강,부남방조제,분기1회
3202D45,Mipojeosuji,미포저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Suisan,36.579178,126.361289,,충청남도 태안군 안면읍 창기리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,금강서해,금강,부남방조제,분기1회
3202D48,Daeyajeosuji,대야저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.470761,126.387761,,충청남도 태안군 안면읍 중장리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,금강서해,금강,부남방조제,분기1회
3202D51,Jungjangjeosuji,중장저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.449992,126.367722,,충청남도 태안군 안면읍 중장리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,금강서해,금강,부남방조제,분기1회
3202D54,Sinsongjeosuji,신송저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.653797,126.547033,,충청남도 서산시 고북면 신송리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,부남방조제,분기1회
3202D57,Gagokjeosuji,가곡저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.633908,126.585206,,충청남도 홍성군 갈산면 가곡리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,금강서해,금강,부남방조제,분기1회
3202D60,Daesajeosuji,대사저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.638897,126.549897,,충청남도 홍성군 갈산면 대사리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,금강서해,금강,부남방조제,분기1회
3202D63,Gongnijeosuji,공리저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.594211,126.600367,,충청남도 홍성군 구항면 공리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,금강서해,금강,부남방조제,분기1회
3202D66,Gwitsogoljeosuji,귓소골저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.432789,126.396689,,충청남도 태안군 고남면 장곡리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,금강서해,금강,부남방조제,분기1회
3203A10,Gwangcheoncheon,광천천,A,River or stream,South Korea,Chungcheongnam-do,Hongsung,36.5121,126.6423,,충청남도 홍성군 광천읍 소암리,Geum River,NIER Water Environment Information System,충청남도 보건환경연구원,운영중,1992,금강서해,금강,금강서해,월1회
3203A20,Daecheoncheon,대천천,A,River or stream,South Korea,Chungcheongnam-do,Taisen-ri,36.346694,126.598694,,충청남도 보령시 대천동,Geum River,NIER Water Environment Information System,충청남도 보건환경연구원,운영중,1992,금강서해,금강,금강서해,월1회
3203A30,Ungcheoncheon1,웅천천1,A,River or stream,South Korea,Chungcheongnam-do,Taisen-ri,36.290861,126.675947,,충청남도 보령시 미산면 도화담리,Geum River,NIER Water Environment Information System,한국수자원공사,운영중,1997,금강서해,금강,금강서해,월1회
3203A40,Ungcheoncheon2,웅천천2,A,River or stream,South Korea,Chungcheongnam-do,Taisen-ri,36.224806,126.596278,,충청남도 보령시 웅천읍 노천리,Geum River,NIER Water Environment Information System,금강유역환경청,운영중,1990,금강서해,금강,금강서해,월1회
3203A50,Pangyocheon,판교천,A,River or stream,South Korea,Jeollabuk-do,Kunsan,36.0917,126.6788,,충청남도 서천군 서천읍 오석리,Geum River,NIER Water Environment Information System,충청남도 보건환경연구원,운영중,1992,금강서해,금강,금강서해,월1회
3203B10,Boryeongdam3,보령댐3,B,Lake or reservoir,South Korea,Chungcheongnam-do,Taisen-ri,36.259889,126.673306,,충청남도 보령시 미산면 풍계리,Geum River,NIER Water Environment Information System,한국수자원공사,운영중,1997,금강서해,금강,금강서해,월1회
3203B20,Boryeongdam1,보령댐1,B,Lake or reservoir,South Korea,Chungcheongnam-do,Taisen-ri,36.241472,126.655944,,충청남도 보령시 미산면 평라리,Geum River,NIER Water Environment Information System,한국수자원공사,운영중,1997,금강서해,금강,금강서해,월1회
3203B30,Boryeongdam2,보령댐2,B,Lake or reservoir,South Korea,Chungcheongnam-do,Taisen-ri,36.236528,126.669667,,충청남도 보령시 미산면 평라리,Geum River,NIER Water Environment Information System,한국수자원공사,운영중,1997,금강서해,금강,금강서해,월1회
3203D05,Janggokjeosuji,장곡저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.497419,126.670958,,충청남도 홍성군 장곡면 죽전리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,금강서해,금강,금강서해,분기1회
3203D10,Maonjeosuji,마온저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Hongsung,36.567592,126.644933,,충청남도 홍성군 구항면 마온리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,금강서해,금강,금강서해,분기1회
3203D15,Jangjeonjeosuji,장전저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.436428,126.676897,,충청남도 보령시 청라면 장현리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,금강서해,금강,금강서해,분기1회
3203D20,Naehyeonjeosuji,내현저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.405817,126.672047,,충청남도 보령시 청라면 내현리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,금강서해,금강,금강서해,분기1회
3203D25,Okgyejeosuji,옥계저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.423269,126.637936,,충청남도 보령시 청라면 옥계리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,금강서해,금강,금강서해,분기1회
3203D30,Cheongcheonjeosuji1,청천저수지1,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.379906,126.626194,,충청남도 보령시 죽정동,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,금강서해,분기1회
3203D31,Cheongcheonjeosuji2,청천저수지2,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.382911,126.638211,,충청남도 보령시 죽정동,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,금강서해,금강,금강서해,분기1회
3203D35,Busaho,부사호,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.185011,126.531458,,충청남도 보령시 웅천읍 소황리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,금강서해,금강,금강서해,분기1회
3203D40,Seongyeonjeosuji,성연저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.443114,126.625669,,충청남도 보령시 청소면 성연리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,금강서해,금강,금강서해,분기1회
3203D45,Jinjukjeosuji,진죽저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.451344,126.577969,,충청남도 보령시 청소면 진죽리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,금강서해,분기1회
3203D50,Okseojeosuji,옥서저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.301728,126.598761,,충청남도 보령시 남포면 옥서리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,금강서해,금강,금강서해,분기1회
3203D55,Singujeosuji,신구저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.175447,126.616881,,충청남도 보령시 주산면 신구리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,금강서해,분기1회
3203D60,Juhangjeosuji,주항저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.158686,126.562683,,충청남도 서천군 서면 주항리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,금강서해,금강,금강서해,분기1회
3203D65,Jongcheonjeosuji,종천저수지,D,Agricultural water,South Korea,Jeollabuk-do,Kunsan,36.133311,126.650492,,충청남도 서천군 판교면 상좌리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,금강서해,분기1회
3203D70,Seobujeosuji,서부저수지,D,Agricultural water,South Korea,Jeollabuk-do,Kunsan,36.120325,126.691625,,충청남도 서천군 판교면 흥림리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,금강서해,분기1회
3203D75,Samsanjeosuji,삼산저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.337058,126.7199,,충청남도 부여군 외산면 삼산리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,금강서해,금강,금강서해,분기1회
3203D80,Hwaseongjeosuji,화성저수지,D,Agricultural water,South Korea,Chungcheongnam-do,Taisen-ri,36.334883,126.754156,,충청남도 부여군 외산면 화성리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,금강서해,금강,금강서해,분기1회
3203D85,Ongnyeojeosuji,옥녀저수지,D,Agricultural water,South Korea,Jeollabuk-do,Kunsan,35.946122,126.628892,,전라북도 군산시 개사동,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,금강서해,분기1회
3203D90,Okgujeosuji,옥구저수지,D,Agricultural water,South Korea,Jeollabuk-do,Kunsan,35.926236,126.647442,,전라북도 군산시 옥구읍 어은리,Geum River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,금강서해,금강,금강서해,분기1회
3301A05,Gosan,고산,A,River or stream,South Korea,Jeollabuk-do,Wanju,35.974361,127.217083,,전라북도 완주군 고산면 읍내리,Geum River,NIER Water Environment Information System,전북지방환경청,운영중,1989,만경ㆍ동진,금강,만경강,월1회
3301A10,Soyangcheon1,소양천1,A,River or stream,South Korea,Jeollabuk-do,Wanju,35.853261,127.224006,,전라북도 완주군 소양면 황운리,Geum River,NIER Water Environment Information System,전북특별자치도 보건환경연구원,운영중,1992,만경ㆍ동진,금강,만경강,월1회
3301A15,Soyangcheon2,소양천2,A,River or stream,South Korea,Jeollabuk-do,Wanju,35.875092,127.157069,,전라북도 완주군 용진읍 상운리,Geum River,NIER Water Environment Information System,전북특별자치도 보건환경연구원,운영중,1989,만경ㆍ동진,금강,만경강,월1회
3301A20,Jeonju,전주,A,River or stream,South Korea,Jeollabuk-do,Wanju,35.896306,127.09975,,전라북도 전주시 덕진구 전미동1가,Geum River,NIER Water Environment Information System,금강물환경센터,운영중,1989,만경ㆍ동진,금강,만경강,주1회
3301A25,Jeonjucheon1,전주천1,A,River or stream,South Korea,Jeollabuk-do,Jeonju,35.802022,127.170486,,전라북도 전주시 완산구 대성동,Geum River,NIER Water Environment Information System,전북특별자치도 보건환경연구원,운영중,1992,만경ㆍ동진,금강,만경강,월1회
3301A30,Samcheon1,삼천1,A,River or stream,South Korea,Jeollabuk-do,Jeonju,35.772603,127.118033,,전라북도 전주시 완산구 평화동3가,Geum River,NIER Water Environment Information System,전북특별자치도 보건환경연구원,운영중,1989,만경ㆍ동진,금강,만경강,월1회
3301A35,Samcheon1-1,삼천2,A,River or stream,South Korea,Jeollabuk-do,Jeonju,35.813611,127.112006,,전라북도 전주시 완산구 효자동2가,Geum River,NIER Water Environment Information System,전북특별자치도 보건환경연구원,운영중,2005,만경ㆍ동진,금강,만경강,월1회
3301A37,Samcheon2,삼천3,A,River or stream,South Korea,Jeollabuk-do,Wanju,35.835814,127.106064,,전라북도 전주시 완산구 서신동,Geum River,NIER Water Environment Information System,전북특별자치도 보건환경연구원,운영중,1995,만경ㆍ동진,금강,만경강,월1회
3301A40,Jeonjucheon6,전주천7,A,River or stream,South Korea,Jeollabuk-do,Wanju,35.883083,127.090583,,전라북도 전주시 덕진구 고랑동,Geum River,NIER Water Environment Information System,금강물환경센터,운영중,1991,만경ㆍ동진,금강,만경강,주1회
3301A45,Samnye,삼례,A,River or stream,South Korea,Jeollabuk-do,Wanju,35.898444,127.067556,,전라북도 완주군 삼례읍,Geum River,NIER Water Environment Information System,전북지방환경청,운영중,1989,만경ㆍ동진,금강,만경강,월1회
3301A51,Iksancheon-1.1,익산천1,A,River or stream,South Korea,Jeollabuk-do,Iksan,35.924917,127.03525,,전라북도 익산시 춘포면 인수리,Geum River,NIER Water Environment Information System,전북지방환경청,운영중,2011,만경ㆍ동진,금강,만경강,월1회
