station_code,station_name,station_name_korean,network_category_code,network_category,country,province,city,latitude,longitude,elevation_m,address,river_basin,source_agency,monitoring_agency,operation_status,operation_start_year,river_system,large_watershed,middle_watershed,measurement_cycle
1001A05,Songcheon1,송천1,A,River or stream,South Korea,Gangwon-do,Kang-neung,37.658611,128.6765,,강원도 평창군 대관령면 용산리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,남한강상류,월1회
1001A06,송천2,송천2,A,River or stream,South Korea,Gangwon-do,Kang-neung,37.596853,128.727392,,강원도 강릉시 왕산면 대기리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,남한강상류,주1회
1001A07,송천3,송천3,A,River or stream,South Korea,Gangwon-do,Kang-neung,37.54815,128.713672,,강원도 강릉시 왕산면 대기리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,남한강상류,주1회
1001A10,Songcheon2,송천4,A,River or stream,South Korea,Gangwon-do,Kang-neung,37.491278,128.717667,,강원도 정선군 여량면 유천리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,남한강상류,월1회
1001A13,골지천1,골지천1,A,River or stream,South Korea,Gangwon-do,T'aebaek,37.309139,128.989972,,강원도 태백시 하사미동,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,남한강상류,주1회
1001A15,Goljicheon1,골지천2,A,River or stream,South Korea,Gangwon-do,T'aebaek,37.320028,128.977833,,강원도 태백시 하사미동,Han River,NIER Water Environment Information System,한국수자원공사,운영중,1994,한강,한강,남한강상류,월1회
1001A20,Beoncheon,번천,A,River or stream,South Korea,Gangwon-do,T'aebaek,37.345167,128.974139,,강원도 삼척시 하장면 숙암리,Han River,NIER Water Environment Information System,한국수자원공사,운영중,1994,한강,한강,남한강상류,월1회
1001A21,골지천3,골지천3,A,River or stream,South Korea,Gangwon-do,T'aebaek,37.396278,128.870461,,강원도 삼척시 하장면 토산리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,남한강상류,주1회
1001A23,송현천,송현천,A,River or stream,South Korea,Gangwon-do,Kang-neung,37.520389,128.849694,,강원도 강릉시 왕산면 고단리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,남한강상류,주1회
1001A25,Goljicheon2,골지천4,A,River or stream,South Korea,Gangwon-do,Kang-neung,37.473472,128.7295,,강원도 정선군 여량면 여량리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,남한강상류,월1회
1001A30,Joyanggang,조양강,A,River or stream,South Korea,Gangwon-do,Neietsu,37.439111,128.652806,,강원도 정선군 북평면 남평리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,1994,한강,한강,남한강상류,주1회
1001A35,Odaecheon1,오대천1,A,River or stream,South Korea,Gangwon-do,Kang-neung,37.635889,128.559806,,강원도 평창군 진부면 하진부리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,남한강상류,월1회
1001A38,오대천2,오대천2,A,River or stream,South Korea,Gangwon-do,Neietsu,37.480181,128.605456,,강원도 정선군 북평면 숙암리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,남한강상류,주1회
1001A40,Odaecheon2,오대천3,A,River or stream,South Korea,Gangwon-do,Neietsu,37.438694,128.649611,,강원도 정선군 북평면 나전리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,1994,한강,한강,남한강상류,주1회
1001A45,Jeongseon1,정선1,A,River or stream,South Korea,Gangwon-do,Neietsu,37.381722,128.668028,,강원도 정선군 정선읍 봉양리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,남한강상류,월1회
1001A50,Eocheon,어천2,A,River or stream,South Korea,Gangwon-do,Neietsu,37.373306,128.670972,,강원도 정선군 정선읍 애산리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,남한강상류,월1회
1001A55,Jeongseon2,정선2,A,River or stream,South Korea,Gangwon-do,Neietsu,37.378333,128.657444,,강원도 정선군 정선읍 봉양리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,남한강상류,월1회
1001A60,Gwangha,광하,A,River or stream,South Korea,Gangwon-do,Neietsu,37.367361,128.6195,,강원도 정선군 정선읍 광하리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,남한강상류,월1회
1001A65,Jijangcheon1,지장천1,A,River or stream,South Korea,Gangwon-do,T'aebaek,37.227306,128.8155,,강원도 정선군 사북읍 사북리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,남한강상류,월1회
1001A70,Jijangcheon2,지장천2,A,River or stream,South Korea,Gangwon-do,Neietsu,37.322611,128.71375,,강원도 정선군 남면 낙동리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,남한강상류,월1회
1001A73,동강1,동강1,A,River or stream,South Korea,Gangwon-do,Neietsu,37.271747,128.525964,,강원도 영월군 영월읍 문산리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,남한강상류,주1회
1001A75,Donggang,동강2,A,River or stream,South Korea,Gangwon-do,Neietsu,37.207056,128.510306,,강원도 영월군 영월읍 삼옥리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,남한강상류,월1회
1001A80,Seokangcheon,석항천,A,River or stream,South Korea,Gangwon-do,Neietsu,37.185806,128.488111,,강원도 영월군 영월읍 덕포리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,남한강상류,월1회
1001A85,Yeongwol1,영월1,A,River or stream,South Korea,Gangwon-do,Neietsu,37.182333,128.475,,강원도 영월군 영월읍 덕포리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,남한강상류,월1회
1001B10,Gwangdongdam,광동댐,B,Lake or reservoir,South Korea,Gangwon-do,T'aebaek,37.341639,128.949833,,강원도 삼척시 하장면 광동리,Han River,NIER Water Environment Information System,한국수자원공사,운영중,1992,한강,한강,남한강상류,월1회
1001B20,도암댐,도암댐,B,Lake or reservoir,South Korea,Gangwon-do,Kang-neung,37.607303,128.717039,,강원도 평창군 대관령면 수하리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,2023,한강,한강,남한강상류,월1회
1002A10,Jucheongang1,주천강1,A,River or stream,South Korea,Gangwon-do,Wonju,37.412389,128.154889,,강원도 횡성군 안흥면 안흥리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,평창강,월1회
1002A15,주천강2,주천강2,A,River or stream,South Korea,Gangwon-do,Wonju,37.348542,128.158675,,강원도 횡성군 강림면 월현리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,평창강,주1회
1002A18,황둔천,황둔천,A,River or stream,South Korea,Gangwon-do,Wonju,37.282111,128.2035,,강원도 원주시 신림면 송계리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,평창강,주1회
1002A20,Jucheongang2,주천강3,A,River or stream,South Korea,Gangwon-do,Neietsu,37.229694,128.3315,,강원도 영월군 한반도면 신천리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,1995,한강,한강,평창강,주1회
1002A30,Pyeongchanggang1,평창강1,A,River or stream,South Korea,Gangwon-do,Seoseok,37.488306,128.391306,,강원도 평창군 대화면 대화리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,평창강,월1회
1002A40,Pyeongchanggang2,평창강2,A,River or stream,South Korea,Gangwon-do,Neietsu,37.3225,128.37,,강원도 평창군 평창읍 도돈리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,평창강,월1회
1002A45,평창강3,평창강3,A,River or stream,South Korea,Gangwon-do,Neietsu,37.302972,128.352208,,강원도 영월군 주천면 판운리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,평창강,주1회
1002A48,무도천,무도천,A,River or stream,South Korea,Gangwon-do,Neietsu,37.20875,128.329889,,충청북도 제천시 송학면 장곡리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,평창강,주1회
1002A50,Pyeongchanggang3,평창강4,A,River or stream,South Korea,Gangwon-do,Neietsu,37.196889,128.402694,,강원도 영월군 남면 연당리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,평창강,월1회
1002A55,Pyeongchanggang3-1,평창강5,A,River or stream,South Korea,Gangwon-do,Neietsu,37.1715,128.455306,,강원도 영월군 영월읍 하송리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,2007,한강,한강,평창강,주1회
1002D10,Hwangdunjeosuji,황둔저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.244461,128.1967,,강원도 원주시 신림면 황둔리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,한강,한강,평창강,분기1회
1002D20,Sanganjeosuji,상안저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.413644,128.230047,,강원도 횡성군 안흥면 상안리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,평창강,분기1회
1002D30,Japojeosuji,자포저수지,D,Agricultural water,South Korea,Gangwon-do,Seoseok,37.509567,128.256717,,강원도 횡성군 둔내면 자포곡리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,한강,한강,평창강,분기1회
1002D40,Bugokjeosuji,부곡저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.327589,128.063942,,강원도 횡성군 강림면 부곡리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,평창강,분기1회
1002D50,Gyechonjeosuji,계촌저수지,D,Agricultural water,South Korea,Gangwon-do,Seoseok,37.456564,128.281525,,강원도 평창군 방림면 계촌리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,1997,한강,한강,평창강,분기1회
1002D60,Sillijeosuji,신리저수지,D,Agricultural water,South Korea,Gangwon-do,Seoseok,37.549581,128.461619,,강원도 평창군 대화면 신리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,평창강,분기1회
1003A05,Yeongwol2,영월2,A,River or stream,South Korea,Gangwon-do,Neietsu,37.160222,128.495806,,강원도 영월군 영월읍 정양리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,충주댐,주1회
1003A08,옥동천1,옥동천1,A,River or stream,South Korea,Gangwon-do,T'aebaek,37.108039,128.867586,,강원도 태백시 혈동,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,충주댐,주1회
1003A10,Okdongcheon1,옥동천2,A,River or stream,South Korea,Gangwon-do,T'aebaek,37.126306,128.733275,,강원도 영월군 상동읍 천평리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,충주댐,월1회
1003A15,Okdongcheon2,옥동천3,A,River or stream,South Korea,Gangwon-do,Neietsu,37.118889,128.546889,,강원도 영월군 김삿갓면 옥동리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,1994,한강,한강,충주댐,주1회
1003A17,Yeongchun,영춘,A,River or stream,South Korea,Gangwon-do,Neietsu,37.0855,128.485306,,충청북도 단양군 영춘면 오사리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,2008,한강,한강,충주댐,주1회
1003A20,Gagok,가곡,A,River or stream,South Korea,Gangwon-do,Neietsu,37.038583,128.405833,,충청북도 단양군 가곡면 가대리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1980,한강,한강,충주댐,월1회
1003A25,Gadaecheon,가대천,A,River or stream,South Korea,Gangwon-do,Neietsu,37.045058,128.401153,,충청북도 단양군 가곡면 가대리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,충주댐,월1회
1003A30,Deokcheon,덕천,A,River or stream,South Korea,Gangwon-do,Neietsu,37.005528,128.389167,,충청북도 단양군 가곡면 덕천리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,충주댐,월1회
1003A40,Maepocheon,매포천,A,River or stream,South Korea,Gangwon-do,Neietsu,37.019611,128.333389,,충청북도 단양군 매포읍 매포리,Han River,NIER Water Environment Information System,한국수자원공사,운영중,1994,한강,한강,충주댐,월1회
1003A45,Jungnyeongcheon,죽령천,A,River or stream,South Korea,Gangwon-do,Neietsu,36.931389,128.335889,,충청북도 단양군 단성면 북하리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,충주댐,월1회
1003A46,단양천,단양천,A,River or stream,South Korea,Gyeongsangbuk-do,Mungyeong,36.854619,128.283067,,경상북도 문경시 동로면 명전리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,충주댐,주1회
1003A47,Danseong,단성,A,River or stream,South Korea,Gangwon-do,Neietsu,36.93115,128.25125,,충청북도 단양군 단성면 장회리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,2008,한강,한강,충주댐,주1회
1003A48,Jangpyeongcheon,장평천,A,River or stream,South Korea,Gangwon-do,Wonju,37.126389,128.159694,,충청북도 제천시 영천동,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,충주댐,월1회
1003A50,Jecheoncheon1,제천천2,A,River or stream,South Korea,Gangwon-do,Wonju,37.132444,128.118,,충청북도 제천시 봉양읍 주포리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,충주댐,월1회
1003A55,Jecheoncheon2,제천천3,A,River or stream,South Korea,Gangwon-do,Wonju,37.120444,128.108861,,충청북도 제천시 봉양읍 연박리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,충주댐,월1회
1003A65,Wonseocheon,원서천1,A,River or stream,South Korea,Gangwon-do,Wonju,37.137319,128.022403,,충청북도 제천시 백운면 평동리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,충주댐,월1회
1003A68,원서천2,원서천2,A,River or stream,South Korea,Gangwon-do,Wonju,37.114011,128.033639,,충청북도 제천시 백운면 애련리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,충주댐,주1회
1003A70,Jecheoncheon3,제천천5,A,River or stream,South Korea,Gangwon-do,Wonju,37.070611,128.029944,,충청북도 충주시 산척면 명서리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,충주댐,월1회
1003A71,Jecheoncheon2A,제천천4,A,River or stream,South Korea,Gangwon-do,Wonju,37.089375,128.056031,,충청북도 충주시 산척면 석천리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,2008,한강,한강,충주댐,주1회
1003A74,Chungjudam,충주댐,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,37.0007,127.996497,,충청북도 충주시 종민동,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,충주댐,주1회
1003A75,Chungju,충주,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,37.012306,127.979806,,충청북도 충주시 종민동,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,1995,한강,한강,충주댐,주1회
1003A85,Mokaengdaegyo,목행대교,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,37.019639,127.918667,,충청북도 충주시 목행동,Han River,NIER Water Environment Information System,원주지방환경청,운영중,2007,한강,한강,충주댐,주1회
1003B10,Chungjudam4,충주댐4,B,Lake or reservoir,South Korea,Gangwon-do,Neietsu,36.941278,128.251528,,충청북도 단양군 단성면 장회리,Han River,NIER Water Environment Information System,한국수자원공사,운영중,1992,한강,한강,충주댐,월1회
1003B20,Chungjudam2,충주댐2,B,Lake or reservoir,South Korea,Gangwon-do,Neietsu,37.003672,128.179714,,충청북도 제천시 청풍면 양평리,Han River,NIER Water Environment Information System,한국수자원공사,운영중,1992,한강,한강,충주댐,월1회
1003B30,Chungjudam3,충주댐3,B,Lake or reservoir,South Korea,Chungcheongbuk-do,Koesan,36.953339,128.090511,,충청북도 제천시 한수면 황강리,Han River,NIER Water Environment Information System,한국수자원공사,운영중,1992,한강,한강,충주댐,월1회
1003B40,Chungjudam1,충주댐1,B,Lake or reservoir,South Korea,Chungcheongbuk-do,Koesan,37.0007,127.996497,,충청북도 충주시 종민동,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1992,한강,한강,충주댐,주1회
1003D10,Yeonghojeosuji,의림저수지,D,Agricultural water,South Korea,Gangwon-do,Neietsu,37.172911,128.2111,,충청북도 제천시 모산동,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,충주댐,분기1회
1003D20,Seongojeosuji,선고저수지,D,Agricultural water,South Korea,Gyeongsangbuk-do,Mungyeong,36.891869,128.194142,,충청북도 제천시 덕산면 선고리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,충주댐,분기1회
1003D30,Baengmajeosuji,백마저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.169081,128.016547,,충청북도 제천시 백운면 방학리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2001,한강,한강,충주댐,분기1회
1004A03,달천1,달천1,A,River or stream,South Korea,Chungcheongbuk-do,Cheongju-si,36.598097,127.681478,,충청북도 청주시 상당구 미원면 운암리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,달천,주1회
1004A05,Dalcheon1,달천2,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.609222,127.753167,,충청북도 청주시 상당구 미원면 옥화리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,달천,월1회
1004A07,달천3,달천3,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.619172,127.746378,,충청북도 청주시 상당구 미원면 계원리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,달천,주1회
1004A10,Hwayangcheon,화양천,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.679806,127.803111,,충청북도 괴산군 청천면 화양리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,달천,월1회
1004A15,Hyangmokdongcheon,향목동천,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.776194,127.887806,,충청북도 괴산군 칠성면 쌍곡리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,달천,월1회
1004A20,Ssangcheon,쌍천,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.789194,127.859194,,충청북도 괴산군 칠성면 도정리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,달천,월1회
1004A25,Dalcheon2,달천4,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.804528,127.821028,,충청북도 괴산군 칠성면,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,달천,월1회
1004A30,Dongjincheon1,동진천1,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.818306,127.772194,,충청북도 괴산군 괴산읍 서부리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,달천,월1회
1004A35,Dongjincheon2,동진천2,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.808889,127.813,,충청북도 괴산군 괴산읍 동부리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,달천,월1회
1004A40,Dalcheon3,달천5,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.86975,127.855972,,충청북도 괴산군 불정면 목도리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,달천,월1회
1004A41,음성천1,음성천1,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.902031,127.801336,,충청북도 괴산군 불정면 웅동리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,달천,주1회
1004A42,Eumseongcheon,음성천2,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.881,127.847611,,충청북도 괴산군 불정면 창산리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,달천,월1회
1004A45,Dalcheon3A,달천6,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.883236,127.877672,,충청북도 괴산군 불정면 하문리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,2008,한강,한강,달천,주1회
1004A50,Seongmundongcheon,석문동천1,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.852389,127.984,,충청북도 충주시 수안보면 온천리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,달천,월1회
1004A55,Seongmuncheon,석문동천2,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.888,127.946306,,충청북도 충주시 살미면 문강리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,달천,월1회
1004A60,Dalcheon4,달천7,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.941508,127.899844,,충청북도 충주시 단월동,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,달천,주1회
1004A65,Yodocheon,요도천,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.967611,127.864694,,충청북도 충주시 대소원면 검단리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,달천,월1회
1004A67,Chungjucheon,충주천,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.9783,127.9113,,충청북도 충주시 칠금동,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,달천,월1회
1004A70,Dalcheon5,달천8,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,36.988486,127.889597,,충청북도 충주시 중앙탑면 창동리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,1994,한강,한강,달천,주1회
1004B10,Goesandam3,괴산댐3,B,Lake or reservoir,South Korea,Chungcheongbuk-do,Koesan,36.727847,127.812461,,충청북도 괴산군 청천면 덕평리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1992,한강,한강,달천,월1회
1004B20,Goesandam2,괴산댐2,B,Lake or reservoir,South Korea,Chungcheongbuk-do,Koesan,36.739292,127.837639,,충청북도 괴산군 칠성면 사은리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1992,한강,한강,달천,월1회
1004B30,Goesandam1,괴산댐1,B,Lake or reservoir,South Korea,Chungcheongbuk-do,Koesan,36.754306,127.841386,,충청북도 괴산군 칠성면 외사리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1992,한강,한강,달천,월1회
1004D03,Hoamjeosuji,호암저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.963058,127.920686,,충청북도 충주시 호암동,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,한강,한강,달천,분기1회
1004D06,Hwagokjeosuji,화곡저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,37.00795,127.809383,,충청북도 충주시 주덕읍 화곡리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,한강,한강,달천,분기1회
1004D09,Jungsanjeosuji,중산저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.880489,128.006181,,충청북도 충주시 수안보면 중산리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,한강,한강,달천,분기1회
1004D12,Yongdangjeosuji,용당저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,37.004967,127.707908,,충청북도 충주시 신니면 문숭리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,1994,한강,한강,달천,분기1회
1004D15,Jungnijeosuji,중리저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Cheongju-si,36.665925,127.668681,,충청북도 청주시 상당구 미원면 중리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D18,Yonggokjeosuji,용곡저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Cheongju-si,36.679844,127.641303,,충청북도 청주시 상당구 미원면 용곡리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,한강,한강,달천,분기1회
1004D21,Dowonjeosuji,도원저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Cheongju-si,36.594067,127.652378,,충청북도 보은군 내북면 도원리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D24,Bunjijeosuji,분지저수지,D,Agricultural water,South Korea,Gyeongsangbuk-do,Mungyeong,36.744894,128.022378,,충청북도 괴산군 연풍면 분지리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D27,Songmyeonjeosuji,송면저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.627517,127.904961,,충청북도 괴산군 청천면 삼송리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,한강,한강,달천,분기1회
1004D30,Mungwangjeosuji,문광저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.768619,127.752036,,충청북도 괴산군 문광면 양곡리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,한강,한강,달천,분기1회
1004D33,Deokpyeongjeosuji,덕평저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.746383,127.779086,,충청북도 괴산군 문광면 방성리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D36,Chilseongjeosuji,칠성저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.774142,127.852706,,충청북도 괴산군 칠성면 율원리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D39,Igokjeosuji,이곡저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.812894,127.709189,,충청북도 괴산군 사리면 이곡리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D42,Soamjeosuji,소암저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.837811,127.707289,,충청북도 괴산군 소수면 소암리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D45,Maejeonjeosuji,매전저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.815644,127.880117,,충청북도 괴산군 감물면 매전리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D48,Banggokjeosuji,방곡저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.85205,127.918875,,충청북도 괴산군 장연면 방곡리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D51,Idamjeosuji,이담저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.856622,127.878553,,충청북도 괴산군 감물면 백양리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D54,Sinhangjeosuji,신항저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.850428,127.779911,,충청북도 괴산군 괴산읍 신항리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,한강,한강,달천,분기1회
1004D57,Mannyeonjeosuji,만년저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.909411,127.818281,,충청북도 괴산군 불정면 추산리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,한강,한강,달천,분기1회
1004D60,Yongsanjeosuji,용산저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.963967,127.679464,,충청북도 음성군 음성읍 용산리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
