sample_date,station_code,station_name,lake_name,river_basin,large_watershed,middle_watershed,watershed_code,cyanobacteria_cells_ml,temperature_c,pH,DO_mg_l,chlorophyll_a_mg_m3,algae_alarm_stage,latitude,longitude,basis,source,source_url,site_group_code,site_group_name_english
2026-07-27,2021G20,2021G20,Unmunho,Nakdong River,Nakdong River,Unmunho,G014,0.0,26.8,7.2,8.2,4.2,Normal,35.599,128.59699999999998,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G014,Unmunho
2026-07-27,2021G10,2021G10,Unmunho,Nakdong River,Nakdong River,Unmunho,G014,26.0,26.5,7.3,8.1,11.0,Normal,35.599,128.61499999999998,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G014,Unmunho
2026-07-27,2012G20,2012G20,Yeongcheonho,Nakdong River,Nakdong River,Yeongcheonho,G013,0.0,20.8,7.2,5.4,3.1,Normal,35.599,128.542,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G013,Yeongcheonho
2026-07-27,4007G60,4007G60,Dongboko,Yeongsan / Seomjin River,Yeongsan-Seomjin River,Dongboko,G021,0.0,20.5,7.7,3.7,6.6,Normal,34.898999999999994,126.66699999999999,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G021,Dongboko
2026-07-27,4007G50,4007G50,Dongboko,Yeongsan / Seomjin River,Yeongsan-Seomjin River,Dongboko,G021,100.0,25.2,7.5,3.7,11.7,Normal,34.898999999999994,126.68499999999999,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G021,Dongboko
2026-07-27,4007G40,4007G40,Juamho,Yeongsan / Seomjin River,Yeongsan-Seomjin River,Juamho,G023,256.0,23.5,7.8,6.6,2.5,Normal,34.898999999999994,126.777,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G023,Juamho
2026-07-27,4007G70,4007G70,Juamho,Yeongsan / Seomjin River,Yeongsan-Seomjin River,Juamho,G023,242.0,19.7,7.5,6.2,1.7,Normal,34.898999999999994,126.79499999999999,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G023,Juamho
2026-07-27,4002G10,4002G10,Okjeongho,Yeongsan / Seomjin River,Yeongsan-Seomjin River,Okjeongho,G022,0.0,28.0,7.8,8.9,13.8,Normal,34.898999999999994,126.722,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G022,Okjeongho
2026-07-27,4002G20,4002G20,Okjeongho,Yeongsan / Seomjin River,Yeongsan-Seomjin River,Okjeongho,G022,146.0,29.5,7.9,7.2,14.9,Normal,34.898999999999994,126.74,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G022,Okjeongho
2026-07-27,5101G40,5101G40,Tamjinho,Yeongsan / Seomjin River,Yeongsan-Seomjin River,Tamjinho,G024,28.0,20.9,7.4,6.0,1.7,Normal,34.898999999999994,126.832,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G024,Tamjinho
2026-07-27,5101G35,5101G35,Tamjinho,Yeongsan / Seomjin River,Yeongsan-Seomjin River,Tamjinho,G024,24.0,20.1,7.4,6.4,2.5,Normal,34.898999999999994,126.85,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G024,Tamjinho
2026-07-28,2009G10,2009G10,Nakdonggang,Nakdong River,Nakdong River,Nakdonggang,G009,7100.0,28.0,9.2,10.1,46.9,Caution,35.599,128.35799999999998,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G009,Nakdonggang
2026-07-28,2011G10,2011G10,Nakdonggang,Nakdong River,Nakdong River,Nakdonggang,G009,8440.0,29.7,9.4,8.0,43.4,Caution,35.615,128.33999999999997,NIER mobile algae-warning recent measurement: harmful cyanobacteria cell count,water.nier.go.kr mobile waterRecent_1,https://water.nier.go.kr/mobile/link/?pMENU_NO=132,G009,Nakdonggang
